"","workerid","noun","nounclass","predicateposition","predicate","correctresponse","correctclass"
"188",22,"ti-vi","furniture","predicate1","nhẹ",1,"size"
"189",22,"táo","food","predicate1","màu nâu",1,"color"
"190",22,"chuối","food","predicate1","tươi",0,"age"
"191",22,"bàn","furniture","predicate1","màu đỏ",1,"color"
"192",22,"quạt máy","furniture","predicate1","màu vàng",0.49,"color"
"193",22,"cà rốt","food","predicate1","hư",0.4,"age"
"194",22,"phô mai","food","predicate1","nặng",1,"size"
"195",22,"cà rốt","food","predicate1","to",0,"size"
"196",22,"phô mai","food","predicate1","vuông",0,"shape"
"197",22,"cà rốt","food","predicate1","tệ",0.49,"quality"
"198",22,"quạt máy","furniture","predicate1","nhẹ",0.79,"size"
"199",22,"phô mai","food","predicate1","màu xanh dương",1,"color"
"200",22,"phô mai","food","predicate1","trơn",1,"texture"
"201",22,"cà rốt","food","predicate1","Đức",0,"nationality"
"202",22,"chuối","food","predicate1","nặng",1,"size"
"203",22,"cà rốt","food","predicate1","tệ",0.72,"quality"
"204",22,"ti-vi","furniture","predicate1","hư",0,"age"
"205",22,"bàn","furniture","predicate1","to",0,"size"
"206",22,"ti-vi","furniture","predicate1","hư",0,"age"
"207",22,"quạt máy","furniture","predicate1","mềm",0.17,"texture"
"208",22,"bàn","furniture","predicate1","to",0.02,"size"
"209",24,"quạt máy","furniture","predicate1","tròn",0.24,"shape"
"210",24,"bàn","furniture","predicate1","màu xanh lá",1,"color"
"211",24,"cà chua","food","predicate1","nặng",1,"size"
"212",24,"ghế","furniture","predicate1","màu xanh lá",0.76,"color"
"213",24,"phô mai","food","predicate1","màu vàng",0.98,"color"
"214",24,"táo","food","predicate1","tròn",0.17,"shape"
"215",24,"phô mai","food","predicate1","nhỏ",0.88,"size"
"216",24,"quạt máy","furniture","predicate1","màu tím",0.12,"color"
"217",24,"cà chua","food","predicate1","ngắn",0.23,"size"
"218",24,"ti-vi","furniture","predicate1","vuông",0.23,"shape"
"219",24,"quạt máy","furniture","predicate1","màu xanh dương",0.89,"color"
"220",24,"ghế","furniture","predicate1","tệ",0.9,"quality"
"221",24,"cà rốt","food","predicate1","hư",0,"age"
"222",24,"tủ","furniture","predicate1","ngắn",0,"size"
"223",24,"chuối","food","predicate1","Đức",0.02,"nationality"
"224",24,"tủ","furniture","predicate1","màu vàng",0.94,"color"
"225",24,"phô mai","food","predicate1","rắn",0.97,"texture"
"226",24,"bàn","furniture","predicate1","to",0.29,"size"
"227",24,"bàn","furniture","predicate1","trơn",0.14,"texture"
"228",24,"chuối","food","predicate1","to",0.94,"size"
"229",24,"chuối","food","predicate1","mềm",0.95,"texture"
"230",24,"cà rốt","food","predicate1","mắc",0.71,"quality"
"231",24,"cà chua","food","predicate1","mới",0.76,"age"
"232",24,"bàn","furniture","predicate1","trơn",0.15,"texture"
"233",24,"táo","food","predicate1","tệ",0.83,"quality"
"234",24,"quạt máy","furniture","predicate1","màu vàng",0.87,"color"
"235",25,"cà rốt","food","predicate1","ngắn",0.16,"size"
"236",25,"chuối","food","predicate1","ngắn",0.12,"size"
"237",25,"cà chua","food","predicate1","tươi",0.31,"age"
"238",25,"cà chua","food","predicate1","tươi",0.32,"age"
"239",25,"ghế","furniture","predicate1","vuông",0.2,"shape"
"240",25,"ti-vi","furniture","predicate1","to",0.16,"size"
"241",25,"bàn","furniture","predicate1","tròn",0.31,"shape"
"242",25,"phô mai","food","predicate1","tròn",0.82,"shape"
"243",25,"táo","food","predicate1","Pháp",0.14,"nationality"
"244",25,"cà chua","food","predicate1","vuông",0.05,"shape"
"245",25,"ti-vi","furniture","predicate1","ngắn",0.05,"size"
"246",25,"chuối","food","predicate1","màu xanh dương",0.85,"color"
"247",25,"tủ","furniture","predicate1","màu vàng",0.33,"color"
"248",25,"táo","food","predicate1","màu đỏ",0.95,"color"
"249",25,"ghế","furniture","predicate1","màu vàng",0.86,"color"
"250",25,"cà rốt","food","predicate1","mới",0.07,"age"
"251",25,"ghế","furniture","predicate1","màu xanh lá",0.97,"color"
"252",25,"quạt máy","furniture","predicate1","rắn",0.78,"texture"
"253",25,"phô mai","food","predicate1","tươi",0.06,"age"
"254",25,"bàn","furniture","predicate1","màu tím",0.84,"color"
"255",25,"cà chua","food","predicate1","tươi",0.86,"age"
"256",25,"quạt máy","furniture","predicate1","cũ",0.09,"age"
"257",25,"táo","food","predicate1","nặng",0.9,"size"
"258",25,"phô mai","food","predicate1","Pháp",0.07,"nationality"
"259",25,"ghế","furniture","predicate1","ngắn",0.91,"size"
"260",25,"bàn","furniture","predicate1","tệ",0.49,"quality"
"261",27,"táo","food","predicate1","nặng",0.73,"size"
"262",27,"ti-vi","furniture","predicate1","dài",0.85,"size"
"263",27,"táo","food","predicate1","cũ",0.91,"age"
"264",27,"ti-vi","furniture","predicate1","Đức",0.13,"nationality"
"265",27,"tủ","furniture","predicate1","tươi",0.89,"age"
"266",27,"chuối","food","predicate1","rắn",0.15,"texture"
"267",27,"quạt máy","furniture","predicate1","nhỏ",0.83,"size"
"268",27,"phô mai","food","predicate1","tròn",0.91,"shape"
"269",27,"ti-vi","furniture","predicate1","hư",0.88,"age"
"270",27,"chuối","food","predicate1","hư",0.87,"age"
"271",27,"chuối","food","predicate1","Pháp",0.13,"nationality"
"272",27,"bàn","furniture","predicate1","trơn",0.06,"texture"
"273",27,"ghế","furniture","predicate1","mới",0.05,"age"
"274",27,"tủ","furniture","predicate1","Pháp",0.06,"nationality"
"275",27,"phô mai","food","predicate1","Mỹ",0.14,"nationality"
"276",27,"chuối","food","predicate1","tệ",0.9,"quality"
"277",27,"ghế","furniture","predicate1","màu vàng",1,"color"
"278",27,"ti-vi","furniture","predicate1","màu đỏ",0.04,"color"
"279",27,"bàn","furniture","predicate1","rắn",0.11,"texture"
"280",27,"táo","food","predicate1","Đức",0.03,"nationality"
"281",27,"táo","food","predicate1","màu xanh dương",0.98,"color"
"282",27,"ti-vi","furniture","predicate1","mềm",0.9,"texture"
"283",27,"quạt máy","furniture","predicate1","màu nâu",0.05,"color"
"284",27,"phô mai","food","predicate1","to",0.06,"size"
"285",27,"tủ","furniture","predicate1","màu xanh dương",0.93,"color"
"286",27,"cà chua","food","predicate1","vuông",0.04,"shape"
"287",28,"ti-vi","furniture","predicate1","cũ",1,"age"
"288",28,"ghế","furniture","predicate1","cũ",0,"age"
"289",28,"cà chua","food","predicate1","nặng",0,"size"
"290",28,"chuối","food","predicate1","ngắn",0.27,"size"
"291",28,"ti-vi","furniture","predicate1","màu xanh dương",0,"color"
"292",28,"chuối","food","predicate1","cũ",0,"age"
"293",28,"bàn","furniture","predicate1","ngắn",1,"size"
"294",28,"táo","food","predicate1","rắn",1,"texture"
"295",28,"cà chua","food","predicate1","màu nâu",0,"color"
"296",28,"bàn","furniture","predicate1","nặng",1,"size"
"297",28,"cà rốt","food","predicate1","nặng",0,"size"
"298",28,"cà chua","food","predicate1","mắc",0.84,"quality"
"299",28,"cà chua","food","predicate1","nặng",1,"size"
"300",28,"táo","food","predicate1","rắn",1,"texture"
"301",28,"tủ","furniture","predicate1","màu xanh lá",1,"color"
"302",28,"phô mai","food","predicate1","tròn",0.42,"shape"
"303",28,"quạt máy","furniture","predicate1","trơn",0.11,"texture"
"304",28,"cà rốt","food","predicate1","Mỹ",0,"nationality"
"305",28,"cà chua","food","predicate1","ngắn",0,"size"
"306",28,"táo","food","predicate1","nặng",0,"size"
"307",28,"cà rốt","food","predicate1","màu xanh dương",0.49,"color"
"308",28,"cà rốt","food","predicate1","trơn",0.47,"texture"
"309",28,"chuối","food","predicate1","rắn",1,"texture"
"310",28,"cà rốt","food","predicate1","rắn",0.51,"texture"
"311",28,"quạt máy","furniture","predicate1","trơn",1,"texture"
"312",28,"cà rốt","food","predicate1","tệ",1,"quality"
"313",32,"quạt máy","furniture","predicate1","nhỏ",0,"size"
"314",32,"cà chua","food","predicate1","Mỹ",0,"nationality"
"315",32,"bàn","furniture","predicate1","trơn",1,"texture"
"316",32,"ti-vi","furniture","predicate1","màu vàng",0,"color"
"317",32,"phô mai","food","predicate1","cũ",0,"age"
"318",32,"ghế","furniture","predicate1","tệ",0,"quality"
"319",32,"tủ","furniture","predicate1","mắc",1,"quality"
"320",32,"cà chua","food","predicate1","Đức",0,"nationality"
"321",32,"cà chua","food","predicate1","mới",0,"age"
"322",32,"tủ","furniture","predicate1","mắc",0,"quality"
"323",32,"cà chua","food","predicate1","màu nâu",0,"color"
"324",32,"tủ","furniture","predicate1","Pháp",0,"nationality"
"325",32,"chuối","food","predicate1","tròn",0,"shape"
"326",32,"chuối","food","predicate1","mắc",1,"quality"
"327",32,"tủ","furniture","predicate1","màu nâu",0,"color"
"328",32,"ti-vi","furniture","predicate1","Pháp",0,"nationality"
"329",32,"quạt máy","furniture","predicate1","màu xanh lá",0,"color"
"330",32,"cà chua","food","predicate1","ngắn",1,"size"
"331",32,"táo","food","predicate1","cũ",0,"age"
"332",32,"táo","food","predicate1","tròn",0,"shape"
"333",32,"phô mai","food","predicate1","màu nâu",0,"color"
"334",32,"cà chua","food","predicate1","màu nâu",0,"color"
"335",32,"ti-vi","furniture","predicate1","màu vàng",0,"color"
"336",32,"chuối","food","predicate1","màu xanh lá",0,"color"
"337",32,"ti-vi","furniture","predicate1","màu xanh lá",0,"color"
"338",32,"bàn","furniture","predicate1","màu đỏ",0,"color"
"339",4,"táo","food","rightpredicate1","tươi",0.03,"age"
"340",4,"bàn","furniture","rightpredicate1","tròn",0.99,"shape"
"341",4,"cà chua","food","rightpredicate1","Đức",0.05,"nationality"
"342",4,"chuối","food","rightpredicate1","tươi",0.97,"age"
"343",4,"cà rốt","food","rightpredicate1","mới",0.97,"age"
"344",4,"phô mai","food","rightpredicate1","vuông",0.0600000000000001,"shape"
"345",4,"phô mai","food","rightpredicate1","Mỹ",0.04,"nationality"
"346",4,"ghế","furniture","rightpredicate1","tệ",0.04,"quality"
"347",4,"ghế","furniture","rightpredicate1","mắc",0.98,"quality"
"348",4,"cà rốt","food","rightpredicate1","vuông",0.94,"shape"
"349",4,"phô mai","food","rightpredicate1","trơn",0.05,"texture"
"350",4,"cà chua","food","rightpredicate1","mắc",1,"quality"
"351",4,"cà rốt","food","rightpredicate1","Pháp",0.05,"nationality"
"352",4,"ghế","furniture","rightpredicate1","Mỹ",0.04,"nationality"
"353",4,"bàn","furniture","rightpredicate1","mới",0.93,"age"
"354",4,"cà chua","food","rightpredicate1","trơn",0.03,"texture"
"355",4,"cà chua","food","rightpredicate1","màu vàng",0.94,"color"
"356",4,"bàn","furniture","rightpredicate1","Pháp",0.03,"nationality"
"357",4,"cà chua","food","rightpredicate1","mắc",0.93,"quality"
"358",4,"cà rốt","food","rightpredicate1","màu xanh lá",0.93,"color"
"359",4,"ti-vi","furniture","rightpredicate1","màu nâu",0.97,"color"
"360",4,"phô mai","food","rightpredicate1","rắn",0.05,"texture"
"361",4,"táo","food","rightpredicate1","cũ",0.05,"age"
"362",4,"táo","food","rightpredicate1","ngắn",0.08,"size"
"363",4,"táo","food","rightpredicate1","Đức",0.03,"nationality"
"364",4,"phô mai","food","rightpredicate1","vuông",0.04,"shape"
"365",6,"cà rốt","food","rightpredicate1","to",0.03,"size"
"366",6,"táo","food","rightpredicate1","hư",0.99,"age"
"367",6,"quạt máy","furniture","rightpredicate1","nhỏ",1,"size"
"368",6,"cà rốt","food","rightpredicate1","Mỹ",0.01,"nationality"
"369",6,"cà rốt","food","rightpredicate1","tròn",0.03,"shape"
"370",6,"cà chua","food","rightpredicate1","rắn",1,"texture"
"371",6,"ghế","furniture","rightpredicate1","Pháp",0.01,"nationality"
"372",6,"cà chua","food","rightpredicate1","nhỏ",0.99,"size"
"373",6,"cà chua","food","rightpredicate1","Mỹ",0.03,"nationality"
"374",6,"táo","food","rightpredicate1","nhỏ",0.01,"size"
"375",6,"táo","food","rightpredicate1","ngắn",0.02,"size"
"376",6,"cà rốt","food","rightpredicate1","Đức",0.03,"nationality"
"377",6,"cà rốt","food","rightpredicate1","Mỹ",0.03,"nationality"
"378",6,"ti-vi","furniture","rightpredicate1","mắc",0.98,"quality"
"379",6,"cà chua","food","rightpredicate1","Pháp",0.04,"nationality"
"380",6,"cà chua","food","rightpredicate1","mềm",0.02,"texture"
"381",6,"quạt máy","furniture","rightpredicate1","nhẹ",0.99,"size"
"382",6,"quạt máy","furniture","rightpredicate1","màu đỏ",1,"color"
"383",6,"ghế","furniture","rightpredicate1","nhỏ",0.04,"size"
"384",6,"chuối","food","rightpredicate1","to",0.98,"size"
"385",6,"táo","food","rightpredicate1","mắc",1,"quality"
"386",6,"bàn","furniture","rightpredicate1","tươi",0.98,"age"
"387",6,"cà chua","food","rightpredicate1","Mỹ",0.04,"nationality"
"388",6,"táo","food","rightpredicate1","màu xanh dương",1,"color"
"389",6,"cà rốt","food","rightpredicate1","tệ",0.98,"quality"
"390",6,"táo","food","rightpredicate1","mắc",0.97,"quality"
"391",8,"bàn","furniture","rightpredicate1","vuông",1,"shape"
"392",8,"chuối","food","rightpredicate1","ngắn",1,"size"
"393",8,"chuối","food","rightpredicate1","ngắn",0,"size"
"394",8,"phô mai","food","rightpredicate1","mắc",1,"quality"
"395",8,"táo","food","rightpredicate1","vuông",0,"shape"
"396",8,"quạt máy","furniture","rightpredicate1","mắc",1,"quality"
"397",8,"chuối","food","rightpredicate1","Mỹ",1,"nationality"
"398",8,"cà rốt","food","rightpredicate1","vuông",0,"shape"
"399",8,"tủ","furniture","rightpredicate1","trơn",1,"texture"
"400",8,"cà chua","food","rightpredicate1","mắc",0,"quality"
"401",8,"táo","food","rightpredicate1","rắn",0.1,"texture"
"402",8,"táo","food","rightpredicate1","màu xanh dương",0.66,"color"
"403",8,"bàn","furniture","rightpredicate1","dài",0.1,"size"
"404",8,"ghế","furniture","rightpredicate1","màu đỏ",0.63,"color"
"405",8,"ghế","furniture","rightpredicate1","hư",0.12,"age"
"406",8,"chuối","food","rightpredicate1","màu vàng",0.64,"color"
"407",8,"ghế","furniture","rightpredicate1","to",0.16,"size"
"408",8,"bàn","furniture","rightpredicate1","nhỏ",0.87,"size"
"409",8,"táo","food","rightpredicate1","nặng",0.08,"size"
"410",8,"chuối","food","rightpredicate1","to",0.17,"size"
"411",8,"cà rốt","food","rightpredicate1","tệ",0.1,"quality"
"412",8,"ghế","furniture","rightpredicate1","vuông",0.13,"shape"
"413",8,"phô mai","food","rightpredicate1","màu vàng",0.88,"color"
"414",8,"bàn","furniture","rightpredicate1","mềm",0.17,"texture"
"415",8,"ghế","furniture","rightpredicate1","mềm",0.09,"texture"
"416",8,"bàn","furniture","rightpredicate1","Đức",0.92,"nationality"
"417",10,"chuối","food","rightpredicate1","vuông",0.29,"shape"
"418",10,"táo","food","rightpredicate1","hư",0.75,"age"
"419",10,"cà chua","food","rightpredicate1","màu xanh lá",0.26,"color"
"420",10,"phô mai","food","rightpredicate1","màu xanh lá",0.71,"color"
"421",10,"ti-vi","furniture","rightpredicate1","vuông",0.23,"shape"
"422",10,"ghế","furniture","rightpredicate1","cũ",0.02,"age"
"423",10,"bàn","furniture","rightpredicate1","nhỏ",0.68,"size"
"424",10,"quạt máy","furniture","rightpredicate1","nặng",0.16,"size"
"425",10,"tủ","furniture","rightpredicate1","Pháp",0.02,"nationality"
"426",10,"ghế","furniture","rightpredicate1","tệ",0.9,"quality"
"427",10,"tủ","furniture","rightpredicate1","hư",0.88,"age"
"428",10,"chuối","food","rightpredicate1","màu tím",1,"color"
"429",10,"ti-vi","furniture","rightpredicate1","vuông",0,"shape"
"430",10,"phô mai","food","rightpredicate1","màu xanh dương",1,"color"
"431",10,"ti-vi","furniture","rightpredicate1","màu xanh lá",1,"color"
"432",10,"ti-vi","furniture","rightpredicate1","hư",0.89,"age"
"433",10,"ti-vi","furniture","rightpredicate1","tươi",0.87,"age"
"434",10,"táo","food","rightpredicate1","nhỏ",0.84,"size"
"435",10,"cà rốt","food","rightpredicate1","tươi",0.92,"age"
